# Pakistan Customs Tariff,2025-26,generated 2026-08-31,7594 codes,source: FBR published tariff (no token required)
Code,Description
6807.9000,Other
6808.0000,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral"
6809.1100,Faced or reinforced with paper or paperboard only
6809.1900,Other - Other articles
6809.9010,Industrial moulds
6809.9090,Other
6810.1100,Building blocks and bricks
6810.1900,Other - Other articles
6810.9100,Prefabricated structural components for building or civil engineering
6810.9900,Other
6811.4000,Containing asbestos - Not containing asbestos
6811.8100,Corrugated sheets
6811.8200,"Other sheets, panels, tiles and similar articles"
6811.8900,Other articles
6812.8000,Of crocidolite - Other
6812.9100,"Clothing, clothing accessories, footwear and headgear"
6812.9900,Other
6813.2010,For vehicles of heading 87.11
6813.2020,Other for motor cars and vehicles
6813.2090,Other - Not containing asbestos : - - Brake linings and pads
6813.8110,For vehicles of heading 87.11
6813.8120,Other for motor cars and vehicles
6813.8190,Other
6813.8900,Other
6814.1000,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support"
6814.9000,Other
6815.1100,Carbon fibres
6815.1200,Fabrics of Carbon fibres
6815.1300,Other articles of Carbon fibres
6815.1900,Other
6815.2000,Articles of peat - Other articles
6815.9100,"Containing magnesite, magnesia in the form of periclase, dolomite including in the form of dolime, or chromite"
6815.9910,Of onyx (marbles)
6815.9990,"Other I.- GOODS OF SILICEOUS FOSSIL MEALS OR OF SIMILAR SILICEOUS EARTHS, AND REFRACTORY GOODS"
6901.0000,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths"
6902.1010,Capable of resisting temperatureupto 1600 oC
6902.1090,"Other - Containing by weight more than 50 % of alumina(Al2O3), of silica (SiO2) or of a mixture or compound of these products"
6902.2010,Capable of resisting temperature upto 1600 oC
6902.2090,Other - Other
6902.9010,Capable of resisting temperature upto 1600 oC
6902.9090,Other
6903.1000,Containing by weight more than 50 % of free carbon - Containing by weight more than 50 % of alumina (Al2O3) or of a mixture or compound of alumina and of silica (SiO2)
6903.2010,"Cold tundish lining sets, slide gate refractory sets & nozzles"
6903.2090,Other - Other
6903.9010,"Refractory products of a kind used in industrial ovens, kilns and furnaces"
6903.9020,Saggars and parts thereof
6903.9090,Other II.- OTHER CERAMIC PRODUCTS
6904.1000,Building bricks
6904.9000,Other
6905.1000,Roofing tiles
6905.9000,Other
6906.0000,"Ceramic pipes, conduits, guttering and pipe fittings"
6907.2111,Polished
6907.2119,Other
6907.2190,Other - - Of a water absorption coefficient by weight exceeding 0.5 % but not exceeding 10 %: - - - Tiles
6907.2211,Polished
6907.2219,Other
6907.2290,Other - - Of a water absorption coefficient by weight exceeding 10 %: - - - Tiles
6907.2311,Polished
6907.2319,Other
6907.2390,Other
6907.3000,"Mosaic cubes and the like, other than those of subheading 6907.40"
6907.4000,Finishing ceramics
6909.1100,Of porcelain or china
6909.1200,Articles having a hardness equivalent to 9 or more on the Mohs scale
6909.1900,Other
6909.9000,Other
6910.1010,Wash basin
6910.1020,Bath tubs ceramic
6910.1030,Bidets ceramic
6910.1040,Cisterns ceramic
6910.1050,Sink ceramic
6910.1060,Toilet ceramic
6910.1070,Urinals ceramic
6910.1080,Water loset pans
6910.1090,Other
6910.9000,Other
6911.1010,Dinner sets
6911.1020,Dishes
6911.1030,Plates
6911.1040,Tea cups and saucers
6911.1090,Other
6911.9000,Other
6912.0010,Tableware and kitchenware
6912.0090,Other
6913.1000,Of porcelain or china
6913.9000,Other
6914.1000,Of porcelain or china
6914.9000,Other
7001.0000,"Cullet and other waste and scrap of glass, excluding glass from cathode-ray tubes or other activated glass of heading 85.49; glass in the mass"
7002.1000,Balls
7002.2000,Rods - Tubes
7002.3100,Of fused quartz or other fused silica
7002.3200,Of other glass having a linear coefficient of expansion not exceeding 5x10-6 per Kelvin within a temperature range of 0oC to 300oC
7002.3910,Neutral glass tubing of a kind used for the manufacture of ampoules
7002.3920,"Glass tubing of a kind used for shell blowing, flare and exhaust solely or principally used by flourescent tube, bulb and auto bulb industry"
7002.3990,Other
7003.1200,"Coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer"
7003.1900,Other
7003.2000,Wired sheets
7003.3000,Profiles
7004.2000,"Glass, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer"
7004.9000,Other glass
7005.1000,"Non-wired glass, having an absorbent, reflecting or non-reflecting layer"
7005.2100,"Coloured throughout the mass (body tinted), opacified, flashed or merely surface ground"
7005.2900,Other
7005.3000,Wired glass
7006.0010,Glass plates worked
7006.0020,Glass sheet worked
7006.0090,Other
7007.1111,"(1) Wind Screen, Rear and window glasses for vehicles of sub -heading 8704.2190 and 8704.3190. (2) Glasses for doors, glass plain, glass window (sliding), glass for rear door, glass for rear quarter window and glass"
7007.1119,Other
7007.1190,Other
7007.1900,"Other - Laminated safety glass: - - Of size and shape suitable for incorporation in vehicles, aircraft,spacecraft or vessels"
7007.2111,"(1) Wind Screen, Rear and window glasses for vehicles of sub -heading 8704.2190 and 8704.3190. (2) Glasses for doors, glass plain, glass window (sliding), glass for rear door, glass for rear quarter window and glass"
7007.2119,Other
7007.2190,Other
7007.2900,Other
7008.0000,Multiple-walled insulating units of glass
7009.1010,"Rear view mirrors for vehicles of heading 87.03, and vehicles of sub-headings 8704.3130, 8704.3150,"
7009.1090,Other - Other
7009.9100,Unframed
7009.9200,Framed
7010.1000,Ampoules
7010.2000,"Stoppers, lids and other closures"
7010.9000,Other
7011.1000,For electric lighting
7011.2000,For cathode-ray tubes
7011.9000,Other
7013.1000,"Of glass-ceramics - Stemware drinking glasses, other than of glass-ceramics"
7013.2200,Of lead crystal
7013.2800,"Other - Other drinking glasses, other than of glass ceramics"
7013.3300,Of lead crystal
7013.3700,"Other - Glassware of a kind used for table (other than drinking glasses) or kitchen purposes, other than of glass-ceramics"
7013.4100,Of lead crystal
7013.4200,Of glass having a linear coefficient of expansion not exceeding 5x10-6 per Kelvin within a temperature range of 0 °C to 300 °C
7013.4900,Other - Other glassware
7013.9100,Of lead crystal
7013.9900,Other
7014.0010,Glass for head lamps for vehicles of heading 87.11
7014.0020,Other for motor cars and vehicles
7014.0090,Other
7015.1000,Glasses for corrective spectacles
7015.9000,Other
7016.1000,"Glass cubes and other glass smallwares whether or not on a backing, for mosaics or similar decorative purposes"
7016.9000,Other
7017.1010,Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for production of semiconductor wafers
7017.1020,Beakers
7017.1090,Other
7017.2000,Of other glass having a linear coefficient of expansion not exceeding 5x10-6 per Kelvin within a temperature range of 0oC to 300oC
7017.9000,Other
7018.1000,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares"
7018.2000,Glass microspheres not exceeding 1mm in diameter - Other
7018.9010,Glass eyes
7018.9090,Other
7019.1100,"Chopped strands, of a length of not more than 50 mm"
7019.1200,Rovings
7019.1300,"Other yarn, slivers"
7019.1400,Mechanically bonded mats
7019.1500,Chemically bonded mats
7019.1900,Other - Mechanically bonded fabrics
7019.6100,Closed woven Fabrics of rovings
7019.6200,Other Closed Fabrics of rovings
7019.6300,"Closed woven Fabrics, plain weave, of yarns, not coated or laminated"
7019.6400,"Closed woven Fabrics, plain weave, of yarns, coated or laminated"
7019.6500,Open woven fabrics of a width not exceeding 30 cm
7019.6600,Open woven fabrics of a width exceeding 30 cm - - Other
7019.6910,Tyre cord fabric
7019.6990,Other - Chemically bonded fabrics
7019.7100,Veils (thin sheets)
7019.7200,Other Closed Fabrics
7019.7300,Other Open Fabrics
7019.8000,Glass wool and articles of Glass wool - Other
7019.9010,Insulating sleeves
7019.9090,Other
7020.0010,Articles used for industrial purposes
7020.0020,For vacuum flasks
7020.0030,For other vacuum vessels
7020.0090,Other I.- NATURAL OR CULTURED PEARLS AND PRECIOUS OR SEMI-PRECIOUS STONES
7101.1000,Natural pearls - Cultured pearls
7101.2100,Unworked
7101.2200,Worked
7102.1000,Unsorted - Industrial
7102.2100,"Unworked or simply sawn, cleaved or bruted"
7102.2900,Other - Non-industrial
7102.3100,"Unworked or simply sawn, cleaved or bruted"
7102.3900,Other
7103.1000,Unworked or simply sawn or roughly shaped - Otherwise worked
7103.9100,"Rubies, sapphires and emeralds"
7103.9900,Other
7104.1000,"Piezo-electric quartz - Other, unworked or simply sawn or roughly shaped"
7104.2100,Diamonds
7104.2900,Other - Other
7104.9100,Diamonds
7104.9900,Other
7105.1000,Of diamond
7105.9000,Other II.- PRECIOUS METALS AND METALS CLAD WITH PRECIOUS METAL
7106.1000,Powder - Other: - - Unwrought
7106.9110,50 kg and above Rs.1 20/K g
7106.9190,Other - - Semi-manufactured
7106.9210,50 kg and above Rs.1 20/K g
7106.9290,Other
7107.0000,"Base metals clad with silver, not further worked than semi-manufactured"
7108.1100,Powder - - Other unwrought forms
7108.1210,5 Kg and above Rs.2 500/ Kg
7108.1290,Other - - Other semi-manufactured forms
7108.1310,5 Kg and above Rs.2 500/ Kg
7108.1390,Other - Monetary
7108.2010,5 Kg and above Rs.2 500/ Kg
7108.2090,Other
7109.0000,"Base metals or silver, clad with gold, not further worked than semi-manufactured"
7110.1100,Unwrought or in powder form
7110.1900,Other - Palladium
7110.2100,Unwrought or in powder form
7110.2900,Other - Rhodium
7110.3100,Unwrought or in powder form
7110.3900,"Other - Iridium, osmium and ruthenium"
7110.4100,Unwrought or in powder form
7110.4900,Other
7111.0000,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured"
7112.3000,Ash containing precious metal or precious metal compounds
7112.9100,"Of gold, including metal clad with gold but excluding sweepings containing other precious metals"
7112.9200,"Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals"
7112.9900,"Other III.- JEWELLERY, GOLDSMITHS' AND SILVERSMITHS' WARES AND OTHER ARTICLES"
7113.1100,"Of silver, whether or not plated or clad with other precious metal"
7113.1910,Of gold
7113.1920,Medals and medollion of precious metals
7113.1990,Other
7113.2000,Of base metal clad with precious metal
7114.1100,"Of silver, whether or not plated or clad with other precious metal"
7114.1900,"Of other precious metal, whether or not plated or clad with precious metal"
7114.2000,Of base metal clad with precious metal
7115.1000,"Catalysts in the form of wire cloth or grill, of platinum"
7115.9000,Other
7116.1000,Of natural or cultured pearls
7116.2000,"Of precious or semi-precious stones (natural, synthetic or reconstructed)"
7117.1100,Cuff-links and studs
7117.1900,Other
7117.9000,Other
7118.1000,"Coin (other than gold coin), not being legal tender"
7118.9000,Other I.- PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM
7201.1000,Non-alloy pig iron containing by weight 0.5 % or less of phosphorus
7201.2000,Non-alloy pig iron containing by weight more than 0.5 % of phosphorus
7201.5000,Alloy pig iron; spiegeleisen
7202.1100,Containing by weight more than 2 % of carbon
7202.1900,Other - Ferro-silicon
7202.2100,Containing by weight more than 55% of silicon
7202.2900,Other
7202.3000,Ferro-silico-managanese - Ferro-chromium
7202.4100,Containing by weight more than 4 % of carbon
7202.4900,Other
7202.5000,Ferro-silico-chromium
7202.6000,Ferro-nickel
7202.7000,Ferro-molybdenum
7202.8000,Ferro-tungsten and ferro-silico-tungsten - Other
7202.9100,Ferro-titanium and ferro-silicon-titanium
7202.9200,Ferro-vanadium
7202.9300,Ferro-niobium
7202.9900,Other
7203.1000,Ferrous products obtained by direct reduction of iron ore
7203.9000,Other
7204.1010,Re-rollable
7204.1020,Waste and scrap of auto parts
7204.1090,Other - Waste and scrap of alloy steel
7204.2100,Of stainless steel
7204.2900,Other
7204.3000,Waste and scrap of tinned iron or steel - Other waste and scrap
7204.4100,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings, whether or not in bundles"
7204.4910,Re-rollable
7204.4920,Waste and scrap of auto parts
7204.4930,Waste and scrap of auto parts in pressed bundle condition
7204.4940,Waste and scrap of compressors
7204.4990,Other
7204.5000,Remelting scrap ingots
7205.1000,Granules - Powders
7205.2100,Of alloy steel
7205.2900,Other II.- IRON AND NON-ALLOY STEEL
7206.1000,Ingots
7206.9000,Other
7207.1110,Billets
7207.1190,"Other - - Other, of rectangular (other than square) cross-section"
7207.1210,Billets
7207.1290,Other - - Other
7207.1910,Of a cross section 165 X 165 mm and above
7207.1920,Billets
7207.1990,Other - Containing by weight 0.25 % or more of carbon
7207.2010,Of a cross section 165 mm x 165 mm and above
7207.2020,Billets
7207.2090,Other
7208.1010,Of secondary quality
7208.1090,"Other - Other, in coils, not further worked than hot-rolled, pickled: - - Of a thickness of 4.75 mm or more"
7208.2510,Of secondary quality
7208.2590,Other - - Of a thickness of 3 mm or more but less than 4.75 mm
7208.2610,Of secondary quality
7208.2690,Other - - Of a thickness of less than 3 mm
7208.2710,Of secondary quality
7208.2790,"Other - Other, in coils, not further worked than hot-rolled: - - Of a thickness exceeding 10 mm"
7208.3610,Of secondary quality
7208.3690,Other - - Of a thickness of 4.75 mm or more but not exceeding 10 mm
7208.3710,Of secondary quality
7208.3790,Other - - Of a thickness of 3 mm or more but less than 4.75 mm
7208.3810,Of secondary quality
7208.3890,Other - - Of a thickness of less than 3 mm
7208.3910,Of secondary quality
7208.3990,"Other - Not in coils, not further worked than hot-rolled, with patterns in relief"
7208.4010,Of secondary quality
7208.4090,"Other - Other, not in coils, not further worked than hot-rolled: - - Of a thickness exceeding 10 mm"
7208.5110,Of secondary quality
7208.5190,Other - - Of a thickness of 4.75 mm or more but not exceeding 10 mm
7208.5210,Of secondary quality
7208.5290,Other - - Of a thickness of 3 mm or more but less than 4.75 mm
